FOURNISSEURS,LIBELLE,PU,TVA,DP
COFARMA,CIPRO DENK 500MG  CPR/10,13800.0,0,2026-06-01 00:00:00
COFARMA,CIPRO DENK 750MG  CPR/10,21350.0,0,2025-07-01 00:00:00
COFARMA,CIPROFLOXACINE CIPROGEN) HOLDEN 500MG CPR/10  *,4700.0,0,2026-09-01 00:00:00
COFARMA,CIPROFLOXACINE INJ 200MG FL/100ML EXETER,3100.0,0,2025-06-01 00:00:00
COFARMA,CIPROZOLE FORTE CPR/10,21000.0,0,2028-01-01 00:00:00
COFARMA,CIRE ORTHO GUM TRANSLUCIDE 723 *,14100.0,1,2026-08-01 00:00:00
COFARMA,CITRATE BETAINE UPSA CPR EFF/20,19135.0,0,2027-02-01 00:00:00
COFARMA,CLAMOXYL  500MG GELU/12      ,8400.0,0,2026-05-01 00:00:00
COFARMA,CLAMOXYL 1G CPR DISP/12,16660.0,0,2025-05-01 00:00:00
COFARMA,"CLARUS-DESLORATADINE BASI 0,5MG/ML SB FL/150ML",19600.0,0,2027-01-01 00:00:00
COFARMA,"CLAVUJECT INJ 1,2G B1",9900.0,0,2025-12-01 00:00:00
COFARMA,CLIMENE CPR/21X1,39500.0,0,2026-12-01 00:00:00
COFARMA,CLINUTREN HP/PC CHOCOLAT FL/200ML NESTLE *,17500.0,1,2024-10-01 00:00:00
COFARMA,CLOFAINS 500/50MG CPR /10,5400.0,0,2026-07-01 00:00:00
COFARMA,CLOPI DENK 75MG CPR/30,57000.0,0,2025-11-01 00:00:00
COFARMA,CLOPI DENK 75MG CPR/30 *,55200.0,0,2024-10-01 00:00:00
COFARMA,CLOTRI DENK 1% CREME TBE/20G,9500.0,0,2026-12-01 00:00:00
COFARMA,CLOTRI DENK 100MG CPR VAG/6,11445.0,0,2026-08-01 00:00:00
COFARMA,CLOTRIMAZOL BASI 10MG/G CREME TBE/20G,7800.0,0,2027-01-01 00:00:00
COFARMA,CLOVIGEL CPR VAG/6 *,5200.0,0,2026-11-01 00:00:00
COFARMA,"COALGAN 0,40 OUATE S/5   ",19145.0,0,2026-08-01 00:00:00
COFARMA,COARTEM 80/480MG CPR/ 6,23300.0,0,2025-09-01 00:00:00
COFARMA,CODOLIPRANE 400/20MG AD CPR/16 ,9150.0,0,2025-11-01 00:00:00
COFARMA,COLCHICINE OPOCALCIUM 1MG CPR/20,13500.0,0,2027-12-01 00:00:00
COFARMA,COLLECTEUR URINE LABELL 2L S/1,3045.0,1,2028-05-01 00:00:00
COFARMA,COLLYRE BLEU LAITER FL/10ML,13950.0,0,2026-07-01 00:00:00
COFARMA,"COLOSAR DENK  50/12,5 CPR/28     ",37375.0,0,2026-06-01 00:00:00
COFARMA,"COLOSAR DENK 100/12,5 CPR/28",49200.0,0,2025-07-01 00:00:00
COFARMA,COLPOTROPHINE CAPS GYN/20,25995.0,0,2028-06-01 00:00:00
COFARMA,COLPOTROPHINE CREME GYN TBE/30G,28370.0,0,2025-05-01 00:00:00
COFARMA,COLPOTROPHINE CREME GYN TBE/30G *,22500.0,0,2025-02-01 00:00:00
COFARMA,COMBIFRINIL SUSP BUV FL/15ML,11450.0,0,2025-11-01 00:00:00
COFARMA,COMBIMAL CPR/50X3 (SULFADOXINE+PYRIMETHAMINE) +++,50400.0,0,2028-10-01 00:00:00
COFARMA,COMBINAISON TYVEXCAT III *,158750.0,1,2150-01-01 00:00:00
COFARMA,COMPLEXE FLORAL FL/125ML HOMEOP *,5330.0,1,2025-03-01 00:00:00
COFARMA,COMPLEXE KOHAKA TOUX SECHE AD FL/100ML VANIALA *,6696.0,1,2026-02-01 00:00:00
COFARMA,COMPLEXE MANDRAVASAROTRA FL/500ML HOMEOP *,11550.0,1,2025-05-01 00:00:00
COFARMA,COMPRES NON-TISSE STER LABELL  5X5/20,4200.0,0,2028-07-01 00:00:00
COFARMA,"COMPRES NON-TISSE STER LABELL  7,5X7,5/20",5655.0,0,2028-06-01 00:00:00
COFARMA,COMPRES PUR LABELL 20X20 P/10,1890.0,0,2028-04-01 00:00:00
COFARMA,COMPRES PUR LABELL 30X30 P/10,2850.0,0,2028-03-01 00:00:00
COFARMA,COMPRES PUR LABELL 40X40 P/10,5185.0,0,2028-07-01 00:00:00
COFARMA,COMPRES STER 20CM X 20CM B 10 TETRA *,4100.0,0,2025-07-01 00:00:00
COFARMA,COMPRES STER HYPHEN MEDICAL 30CMX30CM B/ 10 *,6950.0,0,2027-06-01 00:00:00
COFARMA,COMPRES STER HYPHEN MEDICAL 40CMX40CM B/ 10 *,7400.0,0,2028-12-01 00:00:00
COFARMA,COMPRES STER HYPHEN MEDICAL 40CMX40CM B/100 *,62500.0,0,2028-12-01 00:00:00
COFARMA,"COMPRES STER NT VLIWASOFT 7,5X7,5 B/ 20",4680.0,0,2027-11-01 00:00:00
COFARMA,"COMPRES STER NT VLIWASOFT 7,5X7,5 B/100",19990.0,0,2028-11-01 00:00:00
COFARMA,COQUELUSEDAL ENF SUPPO/10,9730.0,0,2026-01-01 00:00:00
COFARMA,COQUELUSEDAL NN  SUPPO/10,9450.0,0,2026-10-01 00:00:00
COFARMA,COQUELUSEDAL PARA ENF 250 SUPPO/10,9990.0,0,2026-10-01 00:00:00
COFARMA,COQUELUSEDAL PARA NN  100 SUPPO/10,10100.0,0,2026-03-01 00:00:00
COFARMA,CORDARONE 200MG CPR/30     ,52410.0,0,2026-08-01 00:00:00
COFARMA,"CORENITEC 20MG/12,5MG CPR/28 ",20800.0,0,2026-06-01 00:00:00
COFARMA,COSYREL  5MG/ 5MG CPR/30,41470.0,0,2025-09-01 00:00:00
COFARMA,COSYREL  5MG/10MG CPR/30,41700.0,0,2025-10-01 00:00:00
COFARMA,COSYREL 10MG/ 5MG CPR/30,55200.0,0,2025-06-01 00:00:00
COFARMA,COTON CARDE  500G SOMACOU *,21250.0,1,2150-01-01 00:00:00
COFARMA,COTON CARDE 1000G SOMACOU *,37500.0,1,2150-01-01 00:00:00
COFARMA,COTON CODEX HYDRO LABELL 100G,6360.0,0,2027-10-01 00:00:00
COFARMA,COTON CODEX HYDRO LABELL 200G,10500.0,0,2028-01-01 00:00:00
COFARMA,COTON CODEX HYDRO LABELL 500G,29350.0,0,2027-08-01 00:00:00
COFARMA,COTON HYDROPHILE   10G S/PL SOMACOU *,700.0,1,2150-01-01 00:00:00
COFARMA,COTON HYDROPHILE   50G S/PL SOMACOU *,2750.0,1,2150-01-01 00:00:00
COFARMA,COTON HYDROPHILE  100G S/PL SOMACOU *,5000.0,1,2150-01-01 00:00:00
COFARMA,COTON HYDROPHILE  200G S/PL SOMACOU *,9375.0,1,2150-01-01 00:00:00
COFARMA,COTON HYDROPHILE  500G S/PL SOMACOU *,20875.0,1,2150-01-01 00:00:00
COFARMA,COTON HYDROPHILE 1000G S/PL SOMACOU *,43750.0,1,2150-01-01 00:00:00
COFARMA,"COTON TIGE ""B"" B/100 *",3700.0,1,2033-02-01 00:00:00
COFARMA,"COTON TIGE ""B"" B/200 *",4800.0,1,2033-02-01 00:00:00
COFARMA,COTRIMOX FORT UBI 960MG CPR/10X10,41850.0,0,2026-01-01 00:00:00
COFARMA,COTRIMOXAZOLE ZEE (MONATRIM) 240MG/5ML SB/100ML,2935.0,0,2026-09-01 00:00:00
COFARMA,COUCHES ADULTE CARE L /10 *,23200.0,1,2027-03-01 00:00:00
COFARMA,COUCHES ADULTE CARE M /10 *,24200.0,1,2027-03-01 00:00:00
COFARMA,COUCHES ADULTE COMFORT M /10 *,23900.0,1,2026-11-01 00:00:00
COFARMA,COUCHES CULOTTES ADULTE CARE PULL UP L /10 *,24900.0,1,2026-09-01 00:00:00
COFARMA,COUCHES CULOTTES ADULTE CARE PULL UP M /10 *,24900.0,1,2026-09-01 00:00:00
COFARMA,COVERAM  5/ 5  CPR/30           ,45800.0,0,2026-08-01 00:00:00
COFARMA,COVERAM  5/10  CPR/30          ,48400.0,0,2026-09-01 00:00:00
COFARMA,COVERAM 10/ 5  CPR/30          ,89100.0,0,2026-05-01 00:00:00
COFARMA,COVERAM 10/10  CPR/30         ,89000.0,0,2026-09-01 00:00:00
COFARMA,COVERSYL  5MG  CPR/30          ,22190.0,0,2026-09-01 00:00:00
COFARMA,COVERSYL 10MG  CPR/30         ,43350.0,0,2026-11-01 00:00:00
COFARMA,COZAAR  50MG CPR/28,26950.0,0,2025-07-01 00:00:00
COFARMA,COZAAR  50MG CPR/28 *,22300.0,0,2025-01-01 00:00:00
COFARMA,CREME BEBE POT/40G SOMALCO *,2040.0,1,2026-08-01 00:00:00
COFARMA,CRESTOR 10MG CPR/30          ,91200.0,0,2026-03-01 00:00:00
COFARMA,CROMOPTIC CY FL/10ML          ,15400.0,0,2025-04-01 00:00:00
COFARMA,CROMSOL CY FL/5ML,5350.0,0,2026-03-01 00:00:00
COFARMA,CUTACNYL  5% GEL 40G         ,14340.0,0,2025-11-01 00:00:00
COFARMA,CUTACNYL 10% GEL 40G        ,13090.0,0,2025-12-01 00:00:00
COFARMA,CYCLO 3 FORT GELU/30      ,19800.0,0,2025-09-01 00:00:00
COFARMA,CYSTINE B6 BAILLEUL CPR/20 ,13700.0,0,2027-11-01 00:00:00
COFARMA,CYTEAL SOL EXT FL/250ML       ,15780.0,0,2026-12-01 00:00:00
COFARMA,CYTEAL SOL EXT FL/500ML       ,30600.0,0,2026-11-01 00:00:00
COFARMA,DACRYOSERUM SOL OCUL UNIDOS/20,40900.0,0,2026-02-01 00:00:00
COFARMA,DAFLON  500MG CPR/30,34985.0,0,2027-11-01 00:00:00
COFARMA,DAFLON 1000MG CPR/30,61420.0,0,2028-02-01 00:00:00
COFARMA,DAGESIL-DICLOFENAC GEL BASI 10MG/G TBE/100G,13100.0,0,2026-12-01 00:00:00
COFARMA,DAONIL 5MG CPR/20          ,9170.0,0,2025-05-01 00:00:00
COFARMA,DAONIL 5MG CPR/20           *,7500.0,0,2024-10-01 00:00:00
COFARMA,DAPZIN  5MG CPR PEL/3X10,42500.0,0,2027-01-01 00:00:00
COFARMA,DAPZIN 10MG CPR PEL/3X10,51300.0,0,2026-03-01 00:00:00
COFARMA,DAPZIN 5 M PLUS CPR /30,56200.0,0,2025-08-01 00:00:00
COFARMA,DATIZOLE 500MG CPR/4 (TINIDAZOLE),5400.0,0,2026-02-01 00:00:00
COFARMA,DELABARRE SOL GINGIVALE 15ML   *,25620.0,0,2025-02-01 00:00:00
COFARMA,DELURSAN 250 CPR/20        ,47120.0,0,2026-09-01 00:00:00
COFARMA,DENK AIR 10MG CPR/28,44850.0,0,2026-10-01 00:00:00
COFARMA,DENK AIR JUNIOR 5MG CPR/28,29100.0,0,2026-09-01 00:00:00
COFARMA,DENTIFR GEL GUM KIDS 3 ANS ET PLUS 50ML 3000 *,12200.0,1,2026-04-01 00:00:00
COFARMA,DENTIFR GUM ACTIVITAL Q10 FLUOR 75ML *,17890.0,1,2026-10-01 00:00:00
COFARMA,DENTIFR GUM ORIGINAL WHITE 75ML 1745 *,17890.0,1,2027-01-01 00:00:00
COFARMA,DENTIFR GUM PAROEX ANTIPLAQ GENC SENS 75ML *,16990.0,1,2027-02-01 00:00:00
COFARMA,DEO ALAMO CITRON FL/60ML HOMEOP *,6150.0,1,2026-03-01 00:00:00
COFARMA,DEO ALAMO FLEUR VANILLE ROLL ON FL/60ML HOMEOP *,6110.0,1,2026-06-01 00:00:00
COFARMA,DEO ALAMO FLEUR YLANG   ROLL ON FL/60ML HOMEOP *,6110.0,1,2026-03-01 00:00:00
COFARMA,DEO ALAMO NATURE        ROLL ON FL/50ML HOMEOP *,6110.0,1,2026-05-01 00:00:00
COFARMA,DEO ALAMO NATURE        ROLL ON FL/60ML HOMEOP *,6110.0,1,2026-02-01 00:00:00
COFARMA,DEPAKINE 200MG CPR/40,15620.0,0,2026-06-01 00:00:00
COFARMA,DEPAKINE 200MG SOL BUV FL/40ML  ,24150.0,0,2026-06-01 00:00:00
COFARMA,DEPAKINE 500MG DRG/40,38490.0,0,2026-05-01 00:00:00
COFARMA,DEPAKINE CHRONO 500MG CPR/30 ,48505.0,0,2026-12-01 00:00:00
COFARMA,DEPAKINE SP FL/150ML          ,24835.0,0,2025-04-01 00:00:00
COFARMA,DEPAMIDE DRG/30,28100.0,0,2025-08-01 00:00:00
COFARMA,DERMOBACTER SOL FL/125ML      ,8500.0,0,2025-12-01 00:00:00
COFARMA,DERMOBACTER SOL FL/300ML      ,9400.0,0,2025-07-01 00:00:00
COFARMA,DERMOFIX CREME TBE/20G           ,14750.0,0,2026-11-01 00:00:00
COFARMA,DEROXAT 20MG CPR/14          ,62580.0,0,2026-09-01 00:00:00
COFARMA,DESLORA DENK 5MG CPR/10,13370.0,0,2025-05-01 00:00:00
COFARMA,DESLORA DENK CPR/10 *,10900.0,0,2024-09-01 00:00:00
COFARMA,DESLORATADINE BASI 5MG CPR/20,12100.0,0,2025-12-01 00:00:00
COFARMA,DESLORATADINE BIOGARAN 5MG CPR/15,10400.0,0,2026-07-01 00:00:00
COFARMA,DESLORATADINE BIOGARAN 5MG CPR/30,20980.0,0,2026-10-01 00:00:00
COFARMA,"DESLORATADINE-CLARUS BASI 0,5MG/ML SB FL/150ML",19600.0,0,2027-01-01 00:00:00
COFARMA,DESOMEDINE CY FL/10ML         ,9230.0,0,2026-08-01 00:00:00
COFARMA,DETENSIEL 10MG CPR/30      ,28800.0,0,2026-03-01 00:00:00
COFARMA,DEXAMETHASONE SODIQUE 8MG/2ML INJ /B10 EXETER,9980.0,0,2026-11-01 00:00:00
COFARMA,DIACOL SP FL/200ML            ,14395.0,0,2026-09-01 00:00:00
COFARMA,DIAMICRON 30MG LM CPR/60       ,81920.0,0,2026-11-01 00:00:00
COFARMA,DIAMICRON 60MG LM CPR/30       ,32470.0,0,2026-11-01 00:00:00
COFARMA,DIAMOX CPR/24        ,22200.0,0,2026-01-01 00:00:00
COFARMA,DIAPRIDE 2MG CPR/30,20500.0,0,2026-11-01 00:00:00
COFARMA,DIAPRIDE 4MG CPR/30,35900.0,0,2026-08-01 00:00:00
COFARMA,DIARTEM IG     40/320MG CPR/12 IMEX *,14900.0,0,2025-01-01 00:00:00
COFARMA,DIARTEM IG AD 120/960MG CPR/ 3 IMEX,14000.0,0,2025-03-01 00:00:00
COFARMA,"DICACILLINE INJ 1,2MUI AMP/1",7500.0,0,2026-11-01 00:00:00
COFARMA,"DICACILLINE INJ 2,4MUI AMP/1",8930.0,0,2027-01-01 00:00:00
COFARMA,DICETEL 100MG CPR/30,34850.0,0,2025-09-01 00:00:00
COFARMA,DICLO DENK  50MG CPR/10X10  *,21000.0,0,2024-10-01 00:00:00
COFARMA,DICLO DENK 100MG RECTAL SUPPO/10    ,12310.0,0,2026-12-01 00:00:00
COFARMA,DICLODYNE 100 SUPPO/5 *,5925.0,0,2025-08-01 00:00:00
COFARMA,DICLOFENAC GEL BASI-DAGESIL 10MG/G TBE/100G ,13100.0,0,2026-12-01 00:00:00
COFARMA,DICYNONE 250MG INJ AMP/4    ,14800.0,0,2028-06-01 00:00:00
COFARMA,DICYNONE 500MG GELU/20       ,29900.0,0,2026-10-01 00:00:00
COFARMA,DIFENASOL CY FL/5ML,5500.0,0,2025-09-01 00:00:00
COFARMA,DIFRAREL 100 CPR/20 *,35000.0,0,2025-02-01 00:00:00
COFARMA,DIMIDON-IBUPROFENE BASI 20MG/ML SB FL/200ML,13400.0,0,2026-04-01 00:00:00
COFARMA,DIPROSONE POM   0.05% TBE/30G,16990.0,0,2026-12-01 00:00:00
COFARMA,DOGMATIL FORT 200MG CPR/12 ,14575.0,0,2026-02-01 00:00:00
COFARMA,DOLIMEX  125MG SUPPO/10,5300.0,0,2025-03-01 00:00:00
COFARMA,DOLIMEX  125MG SUPPO/10 *,4300.0,0,2024-12-01 00:00:00
COFARMA,DOLIMEX  200MG S/12,6670.0,0,2025-06-01 00:00:00
COFARMA,DOLIMEX  250MG SUPPO/10 *,4350.0,0,2024-12-01 00:00:00
COFARMA,DOLIMEX  300MG S/12,6450.0,0,2025-12-01 00:00:00
COFARMA,DOLIMEX  500MG S/12,5600.0,0,2025-12-01 00:00:00
COFARMA,DOLIMEX 1000MG S/ 8,5800.0,0,2025-12-01 00:00:00
COFARMA,DOLIPRANE  100MG BB  SUPPO/10 ###,5690.0,0,2026-10-01 00:00:00
COFARMA,DOLIPRANE  100MG ENF S/12    * µµµ,3990.0,0,2024-10-01 00:00:00
COFARMA,DOLIPRANE  150MG ENF S/12 * µµµ,4800.0,0,2024-12-01 00:00:00
COFARMA,DOLIPRANE  150MG ENF SUPPO/10,5705.0,0,2026-09-01 00:00:00
COFARMA,DOLIPRANE  200MG ENF S/12 ###,5540.0,0,2026-01-01 00:00:00
COFARMA,DOLIPRANE  200MG ENF SUPPO/10,5780.0,0,2026-11-01 00:00:00
COFARMA,DOLIPRANE  300MG ENF S/12 $$$,5535.0,0,2026-02-01 00:00:00
COFARMA,DOLIPRANE  300MG ENF SUPPO/10,5800.0,0,2026-07-01 00:00:00
COFARMA,DOLIPRANE  500MG PDR OR S/12,5550.0,0,2026-03-01 00:00:00
COFARMA,DOLIPRANE 1G AD SUPPO/8     ,6560.0,0,2025-08-01 00:00:00
COFARMA,DOLIPRANE 1G CPR EFF/8 $$$,6185.0,0,2026-11-01 00:00:00
COFARMA,DOLIPRANE 1G CPR/8,6445.0,0,2026-02-01 00:00:00
COFARMA,DOLIPRANE VIT C CPR EFF/16 $$$,7165.0,0,2026-11-01 00:00:00
COFARMA,DOLOWIN PLUS 500/100MG CPR/30,25250.0,0,2027-01-01 00:00:00
COFARMA,DOMPERIDONE BIOGARAN 10MG CPR/20,9275.0,0,2026-06-01 00:00:00
COFARMA,DOPAMINA BASI 200MG/5ML SOL INJ 5ML 10AMP,70000.0,0,2026-06-01 00:00:00
COFARMA,DOXY 200MG CPR/8,9120.0,0,2026-07-01 00:00:00
COFARMA,DRILL MIEL ROSAT PAST/24,41780.0,0,2026-05-01 00:00:00
COFARMA,DRILL S/SUC TETRACAINE PAST/24,40720.0,0,2026-03-01 00:00:00
COFARMA,DULCOLAX  5MG CPR/30          ,53800.0,0,2026-06-01 00:00:00
COFARMA,DULCOLAX 10MG SUPPO/6       ,52240.0,0,2026-05-01 00:00:00
COFARMA,DUPHALAC 10G/15ML SOL BUV S/20,14480.0,0,2026-11-01 00:00:00
COFARMA,DUPHASTON 10MG CPR/20,31320.0,0,2028-09-01 00:00:00
COFARMA,"DUTASTERIDE BIOGARAN 0,5MG CAPS/30",50500.0,0,2025-09-01 00:00:00
COFARMA,DYNAMOGEN AMP BUV/20        ,21400.0,0,2028-11-01 00:00:00
COFARMA,EAU DE COLOGNE BEBE FL/50ML SOMALCO *,2800.0,1,2025-04-01 00:00:00
COFARMA,EAU DE ROSE FL/125ML SOMALCO *,1870.0,1,2025-12-01 00:00:00
COFARMA,EAU OXYGENEE 10V COOPER FL/125ML,13450.0,0,2025-11-01 00:00:00
COFARMA,EFFERALGAN    80MG S/12,4950.0,0,2026-08-01 00:00:00
COFARMA,EFFERALGAN    80MG SUPPO/10,5615.0,0,2026-05-01 00:00:00
COFARMA,EFFERALGAN   150MG SUPPO/10,5990.0,0,2026-02-01 00:00:00
COFARMA,EFFERALGAN   250MG S/12,6270.0,0,2026-08-01 00:00:00
COFARMA,EFFERALGAN   300MG SUPPO/10,6080.0,0,2026-04-01 00:00:00
COFARMA,EFFERALGAN   500MG CPR EFF/16,6990.0,0,2026-08-01 00:00:00
COFARMA,EFFERALGAN   500MG CPR EFF/40 @@@,20105.0,0,2027-01-01 00:00:00
COFARMA,EFFERALGAN   500MG CPR/16,6400.0,0,2026-03-01 00:00:00
COFARMA,EFFERALGAN   500MG GELU/16,6185.0,0,2026-09-01 00:00:00
COFARMA,EFFERALGAN 1G CPR EFF B/8,6710.0,0,2026-12-01 00:00:00
COFARMA,EFFERALGAN COD CPR EFF/16,10980.0,0,2026-09-01 00:00:00
COFARMA,EFFERALGAN COD CPR/16,10100.0,0,2026-04-01 00:00:00
COFARMA,EFFERALGAN PED SOL BUV FL/90ML,7540.0,0,2026-09-01 00:00:00
COFARMA,EFFERALGAN PLUS 500MG/65MG CPR/10,5880.0,0,2026-03-01 00:00:00
COFARMA,EFFERALGAN TAB 1G CPR/8,6990.0,0,2026-12-01 00:00:00
COFARMA,EFFERALGAN VIT C 500 CPR EFF/16,6900.0,0,2026-04-01 00:00:00
COFARMA,EFFEXOR LP GELU 37MG5 B30   ,40000.0,0,2025-08-01 00:00:00
COFARMA,ELUDRIL GE SOL B.BOUCHE FL/90ML,10480.0,0,2026-11-01 00:00:00
COFARMA,ELUDRILPRO SOL + GOB FL/200ML,21300.0,0,2025-11-01 00:00:00
COFARMA,"ENA+HCT-DENK 20MG/12,5G CPR/30  ",31750.0,0,2026-01-01 00:00:00
COFARMA,ENA-DENK 10MG CPR PEL/30         ,17550.0,0,2025-09-01 00:00:00
COFARMA,ENA-DENK 20MG CPR PEL/30         ,25740.0,0,2025-04-01 00:00:00
COFARMA,ENERGIE PLUS SP FL/100ML *,9600.0,0,2026-10-01 00:00:00
COFARMA,ENTIX-FUROSEMIDE BASI 20MG/2ML SOL INJ AMP/50,73000.0,0,2028-11-01 00:00:00
COFARMA,ENTRESTO 24/ 26MG CPR/28,430000.0,0,2026-08-01 00:00:00
COFARMA,ENTRESTO 49/ 51MG CPR/56,912000.0,0,2026-05-01 00:00:00
COFARMA,ENTRESTO 97/103MG CPR/56,910000.0,0,2026-04-01 00:00:00
COFARMA,EOSINE AQ 2% CPF 2ML UNIDOSE/10,10395.0,0,2025-08-01 00:00:00
COFARMA,EPICRANIEN 7/10 22G NOIR B1 LABELL,740.0,0,2028-02-01 00:00:00
COFARMA,EPICRANIEN OMNI 5/10 25G S/1     ,790.0,0,2028-07-01 00:00:00
COFARMA,EPICRANIEN OMNI 6/10 23G S/1     ,790.0,0,2028-07-01 00:00:00
COFARMA,EROSTIN 10MG CPR/10,10560.0,0,2025-07-01 00:00:00
COFARMA,EROSTIN 20MG CPR/10,12300.0,0,2026-07-01 00:00:00
COFARMA,ERY 125 PDR ORALE S/24  ,19660.0,0,2026-03-01 00:00:00
COFARMA,ERYFLUID LOTION 4% FL/100ML    ,24400.0,0,2025-04-01 00:00:00
COFARMA,ERYFLUID LOTION 4% FL/100ML     *,18700.0,0,2024-11-01 00:00:00
COFARMA,ESIDREX 25MG CPR/20       ,11205.0,0,2025-06-01 00:00:00
COFARMA,ESOFAG 20MG CPR GR/30,25450.0,0,2026-12-01 00:00:00
COFARMA,ESOFAG 40MG CPR GR/30,29980.0,0,2026-12-01 00:00:00
COFARMA,ESOFAG KIT 6CP 7KITS,39650.0,0,2026-10-01 00:00:00
COFARMA,"ESTREVA 0,1% GEL 50G        ",29235.0,0,2025-12-01 00:00:00
COFARMA,ES-ULCIZONE 40MG CPR/14,26675.0,0,2026-10-01 00:00:00
COFARMA,EUPHON MENTHOL PAST/70       *,16200.0,0,2025-01-01 00:00:00
COFARMA,EUPHON S/SUC   PAST/70        *,16400.0,0,2025-02-01 00:00:00
COFARMA,EUPHYTOSE NUIT CPR/30,97600.0,0,2025-03-01 00:00:00
COFARMA,EXOMUC 200MG GRAN S/30   ,20560.0,0,2027-03-01 00:00:00
COFARMA,FANAZAVA INFUSETTES/7 *,3720.0,0,2026-06-01 00:00:00
COFARMA,FANJATONY INFUSETTES/7 *,3720.0,0,2026-06-01 00:00:00
COFARMA,FEBRILEX PLUS CPR/4,1380.0,0,2025-07-01 00:00:00
COFARMA,FEBRILEX PLUS SUSP FL/150ML,11600.0,0,2026-02-01 00:00:00
COFARMA,FEDATE SP FL/200ML +++,7850.0,0,2026-11-01 00:00:00
COFARMA,FENOFIBRATE MYL 200MG GELU/30,25500.0,0,2026-09-01 00:00:00
COFARMA,FERCEFOL DRG/30,10950.0,0,2026-08-01 00:00:00
COFARMA,FERCEFOL SP FL/150ML             ,10900.0,0,2026-10-01 00:00:00
COFARMA,FERLIX B12 SUSP BUV FL/200ML        ,10125.0,0,2025-12-01 00:00:00
COFARMA,FERRO DENK 50MG  CPR/50       ,21530.0,0,2026-06-01 00:00:00
COFARMA,FERROGLOBINE FL/125ml *,4790.0,0,2026-07-01 00:00:00
COFARMA,FERTILO FORTE DENK CAPS/60,67500.0,1,2026-05-01 00:00:00
COFARMA,FERTILO FORTE DENK STICK/30,67500.0,1,2025-12-01 00:00:00
COFARMA,FERTILO LADY  DENK CAPS/60,75450.0,1,2025-10-01 00:00:00
COFARMA,FERVEX AD FRAMBOISE GRAN S/8,12600.0,0,2026-11-01 00:00:00
COFARMA,FERVEX AD GRAN S/8,13250.0,0,2026-10-01 00:00:00
COFARMA,FERVEX ENF FRAMBOISE GRAN S/8,12600.0,0,2026-04-01 00:00:00
COFARMA,FERVEX OBERLIN S/SUC S/8,15450.0,0,2026-01-01 00:00:00
COFARMA,FIL DENT GUM CIRE ORIG WHITE FLUOR 30ML 2040 *,14600.0,1,2150-01-01 00:00:00
COFARMA,FIL DENT GUM+PASSE FIL PR COUR BRIDG IMPLANT 3200*,22000.0,1,2150-01-01 00:00:00
COFARMA,FIL DENTAIRE GUM CIRE EXPANDING 55M *,12900.0,1,2150-01-01 00:00:00
COFARMA,FIL DENTAIRE GUM CIRE FIN COMPRESSE 30M 2030 *,12900.0,1,2150-01-01 00:00:00
COFARMA,FIXIM 200MG CPR/10 +++,23400.0,0,2026-09-01 00:00:00
COFARMA,FIXIM PPS 100MG/5ML FL/60ML +++,24800.0,0,2026-09-01 00:00:00
COFARMA,FLACON ROND VERRE BLANC  60ML + CAPS *,1335.0,1,2150-01-01 00:00:00
COFARMA,FLACON ROND VERRE BLANC 250ML + CAPS *,2690.0,1,2150-01-01 00:00:00
COFARMA,FLAGYL 500MG CPR/14,10400.0,0,2027-01-01 00:00:00
COFARMA,FLAGYL 500MG OVULE/10,11800.0,0,2026-10-01 00:00:00
COFARMA,FLAMMAZINE 1% CREME DERM TBE/50G   ,19500.0,0,2026-06-01 00:00:00
COFARMA,FLECTOR 1% GEL TBE/ 60G,14000.0,0,2026-09-01 00:00:00
COFARMA,FLECTOR 1% GEL TBE/100G,18200.0,0,2026-10-01 00:00:00
COFARMA,"FLEMING  250/31,25 PPS FL/60ML",12350.0,0,2025-11-01 00:00:00
COFARMA,FLEMING 1G/200MG INJ AMP/5,40990.0,0,2025-10-01 00:00:00
COFARMA,FLEXDOL CPR /10,7630.0,0,2026-09-01 00:00:00
COFARMA,FLODIL LP 5MG CPR/30       ,34970.0,0,2025-07-01 00:00:00
COFARMA,"FLOXSOL 0,3% CY FL/5ML        ",5390.0,0,2026-05-01 00:00:00
COFARMA,FLUCAZOL 100MG GELU/10       ,8550.0,0,2026-08-01 00:00:00
COFARMA,FLUCONAZOLE BIOGARAN 10MG/ML 35 SER,48500.0,0,2025-04-01 00:00:00
COFARMA,FLUCONAZOLE BIOGARAN 10MG/ML 35 SER *,44000.0,0,2024-09-01 00:00:00
COFARMA,"FLUDEX LP 1,5MG CPR/30     ",22450.0,0,2026-01-01 00:00:00
COFARMA,FLUIMUCIL 200MG AD GRAN S/18,12730.0,0,2026-10-01 00:00:00
COFARMA,FLUIMUCIL 200MG GRAN S/30,18300.0,0,2026-11-01 00:00:00
COFARMA,FLUIMUCIL SSUC 2% BUV ENF FL/100ML,14370.0,0,2025-10-01 00:00:00
COFARMA,FLUISEDAL SP FL/125ML         ,10580.0,0,2026-05-01 00:00:00
COFARMA,FLUOCARIL BIF 250 MENTHE DENTIFR TBE/125ML,26000.0,1,2025-09-01 00:00:00
COFARMA,FLUOXINE 500MG CPR/10,9755.0,0,2026-06-01 00:00:00
COFARMA,FLUVERMAL SUSP FL/30ML        ,16000.0,0,2025-11-01 00:00:00
